field,sub_field,year,month,paper_count
math,math.KT,2000,8,3
math,math.KT,2000,9,7
math,math.KT,2000,10,4
math,math.KT,2000,11,5
math,math.KT,2000,12,8
math,math.KT,2001,1,3
math,math.KT,2001,2,7
math,math.KT,2001,3,2
math,math.KT,2001,4,11
math,math.KT,2001,5,5
math,math.KT,2001,6,4
math,math.KT,2001,7,10
math,math.KT,2001,8,7
math,math.KT,2001,9,5
math,math.KT,2001,10,4
math,math.KT,2001,11,6
math,math.KT,2001,12,5
math,math.KT,2002,1,10
math,math.KT,2002,2,2
math,math.KT,2002,3,7
math,math.KT,2002,4,5
math,math.KT,2002,5,6
math,math.KT,2002,6,8
math,math.KT,2002,7,16
math,math.KT,2002,8,4
math,math.KT,2002,9,15
math,math.KT,2002,10,9
math,math.KT,2002,11,13
math,math.KT,2002,12,6
math,math.KT,2003,1,7
math,math.KT,2003,2,3
math,math.KT,2003,3,9
math,math.KT,2003,4,7
math,math.KT,2003,5,5
math,math.KT,2003,6,18
math,math.KT,2003,7,3
math,math.KT,2003,8,9
math,math.KT,2003,9,8
math,math.KT,2003,10,11
math,math.KT,2003,11,11
math,math.KT,2003,12,12
math,math.KT,2004,1,11
math,math.KT,2004,2,8
math,math.KT,2004,3,12
math,math.KT,2004,4,9
math,math.KT,2004,5,15
math,math.KT,2004,6,6
math,math.KT,2004,7,13
math,math.KT,2004,8,10
math,math.KT,2004,9,10
math,math.KT,2004,10,17
math,math.KT,2004,11,10
math,math.KT,2004,12,12
math,math.KT,2005,1,10
math,math.KT,2005,2,9
math,math.KT,2005,3,12
math,math.KT,2005,4,8
math,math.KT,2005,5,8
math,math.KT,2005,6,4
math,math.KT,2005,7,11
math,math.KT,2005,8,14
math,math.KT,2005,9,20
math,math.KT,2005,10,11
math,math.KT,2005,11,12
math,math.KT,2005,12,10
math,math.KT,2006,1,17
math,math.KT,2006,2,9
math,math.KT,2006,3,11
math,math.KT,2006,4,11
math,math.KT,2006,5,12
math,math.KT,2006,6,18
math,math.KT,2006,7,17
math,math.KT,2006,8,12
math,math.KT,2006,9,20
math,math.KT,2006,10,10
math,math.KT,2006,11,16
math,math.KT,2006,12,14
math,math.KT,2007,1,15
math,math.KT,2007,2,17
math,math.KT,2007,3,14
math,math.KT,2007,4,22
math,math.KT,2007,5,16
math,math.KT,2007,6,16
math,math.KT,2007,7,23
math,math.KT,2007,8,21
math,math.KT,2007,9,19
math,math.KT,2007,10,26
math,math.KT,2007,11,25
math,math.KT,2007,12,9
math,math.KT,2008,1,15
math,math.KT,2008,2,14
math,math.KT,2008,3,31
math,math.KT,2008,4,19
math,math.KT,2008,5,18
math,math.KT,2008,6,15
math,math.KT,2008,7,13
math,math.KT,2008,8,13
math,math.KT,2008,9,15
math,math.KT,2008,10,15
math,math.KT,2008,11,14
math,math.KT,2008,12,21
math,math.KT,2009,1,11
math,math.KT,2009,2,21
math,math.KT,2009,3,21
math,math.KT,2009,4,22
math,math.KT,2009,5,26
math,math.KT,2009,6,19
math,math.KT,2009,7,16
math,math.KT,2009,8,11
math,math.KT,2009,9,22
math,math.KT,2009,10,8
math,math.KT,2009,11,27
math,math.KT,2009,12,21
math,math.KT,2010,1,22
math,math.KT,2010,2,21
math,math.KT,2010,3,20
math,math.KT,2010,4,24
math,math.KT,2010,5,20
math,math.KT,2010,6,19
math,math.KT,2010,7,26
math,math.KT,2010,8,19
math,math.KT,2010,9,19
math,math.KT,2010,10,27
math,math.KT,2010,11,30
math,math.KT,2010,12,18
math,math.KT,2011,1,22
math,math.KT,2011,2,14
math,math.KT,2011,3,29
math,math.KT,2011,4,18
math,math.KT,2011,5,15
math,math.KT,2011,6,16
math,math.KT,2011,7,16
math,math.KT,2011,8,26
math,math.KT,2011,9,25
math,math.KT,2011,10,25
math,math.KT,2011,11,27
math,math.KT,2011,12,29
math,math.KT,2012,1,16
math,math.KT,2012,2,32
math,math.KT,2012,3,25
math,math.KT,2012,4,23
math,math.KT,2012,5,23
math,math.KT,2012,6,18
math,math.KT,2012,7,19
math,math.KT,2012,8,35
math,math.KT,2012,9,26
math,math.KT,2012,10,26
math,math.KT,2012,11,28
math,math.KT,2012,12,24
math,math.KT,2013,1,24
math,math.KT,2013,2,17
math,math.KT,2013,3,25
math,math.KT,2013,4,32
math,math.KT,2013,5,31
math,math.KT,2013,6,23
math,math.KT,2013,7,26
math,math.KT,2013,8,22
math,math.KT,2013,9,30
math,math.KT,2013,10,22
math,math.KT,2013,11,27
math,math.KT,2013,12,25
math,math.KT,2014,1,24
math,math.KT,2014,2,29
math,math.KT,2014,3,28
math,math.KT,2014,4,26
math,math.KT,2014,5,21
math,math.KT,2014,6,23
math,math.KT,2014,7,19
math,math.KT,2014,8,24
math,math.KT,2014,9,25
math,math.KT,2014,10,28
math,math.KT,2014,11,25
math,math.KT,2014,12,33
math,math.KT,2015,1,18
math,math.KT,2015,2,22
math,math.KT,2015,3,18
math,math.KT,2015,4,21
math,math.KT,2015,5,26
math,math.KT,2015,6,32
math,math.KT,2015,7,20
math,math.KT,2015,8,19
math,math.KT,2015,9,31
math,math.KT,2015,10,25
math,math.KT,2015,11,32
math,math.KT,2015,12,35
math,math.KT,2016,1,20
math,math.KT,2016,2,22
math,math.KT,2016,3,17
math,math.KT,2016,4,30
math,math.KT,2016,5,28
math,math.KT,2016,6,20
math,math.KT,2016,7,25
math,math.KT,2016,8,25
math,math.KT,2016,9,27
math,math.KT,2016,10,39
math,math.KT,2016,11,26
math,math.KT,2016,12,29
math,math.KT,2017,1,10
math,math.KT,2017,2,14
math,math.KT,2017,3,31
math,math.KT,2017,4,21
math,math.KT,2017,5,40
math,math.KT,2017,6,22
math,math.KT,2017,7,26
math,math.KT,2017,8,17
math,math.KT,2017,9,15
math,math.KT,2017,10,30
math,math.KT,2017,11,30
math,math.KT,2017,12,27
math,math.KT,2018,1,19
math,math.KT,2018,2,19
math,math.KT,2018,3,39
math,math.KT,2018,4,24
math,math.KT,2018,5,23
math,math.KT,2018,6,22
math,math.KT,2018,7,27
math,math.KT,2018,8,18
math,math.KT,2018,9,31
math,math.KT,2018,10,29
math,math.KT,2018,11,32
math,math.KT,2018,12,27
math,math.KT,2019,1,33
math,math.KT,2019,2,19
math,math.KT,2019,3,20
math,math.KT,2019,4,25
math,math.KT,2019,5,41
math,math.KT,2019,6,23
math,math.KT,2019,7,30
math,math.KT,2019,8,31
math,math.KT,2019,9,29
math,math.KT,2019,10,35
math,math.KT,2019,11,25
math,math.KT,2019,12,27
math,math.KT,2020,1,28
math,math.KT,2020,2,25
math,math.KT,2020,3,27
math,math.KT,2020,4,24
math,math.KT,2020,5,22
math,math.KT,2020,6,28
math,math.KT,2020,7,34
math,math.KT,2020,8,24
math,math.KT,2020,9,37
math,math.KT,2020,10,29
math,math.KT,2020,11,22
math,math.KT,2020,12,26
math,math.KT,2021,1,23
math,math.KT,2021,2,21
math,math.KT,2021,3,21
math,math.KT,2021,4,14
math,math.KT,2021,5,23
math,math.KT,2021,6,25
math,math.KT,2021,7,18
math,math.KT,2021,8,22
math,math.KT,2021,9,27
math,math.KT,2021,10,25
math,math.KT,2021,11,33
math,math.KT,2021,12,32
math,math.KT,2022,1,20
math,math.KT,2022,2,29
math,math.KT,2022,3,27
math,math.KT,2022,4,33
math,math.KT,2022,5,21
math,math.KT,2022,6,25
math,math.KT,2022,7,28
math,math.KT,2022,8,17
math,math.KT,2022,9,29
math,math.KT,2022,10,29
math,math.KT,2022,11,39
math,math.KT,2022,12,19
math,math.KT,2023,1,16
math,math.KT,2023,2,20
math,math.KT,2023,3,36
math,math.KT,2023,4,31
math,math.KT,2023,5,32
math,math.KT,2023,6,29
math,math.KT,2023,7,30
math,math.KT,2023,8,24
math,math.KT,2023,9,25
math,math.KT,2023,10,25
math,math.KT,2023,11,34
math,math.KT,2023,12,20
math,math.KT,2024,1,30
math,math.KT,2024,2,25
math,math.KT,2024,3,22
math,math.KT,2024,4,28
math,math.KT,2024,5,33
math,math.KT,2024,6,27
math,math.KT,2024,7,39
math,math.KT,2024,8,24
math,math.KT,2024,9,35
math,math.KT,2024,10,40
math,math.KT,2024,11,30
math,math.KT,2024,12,31
math,math.KT,2025,1,29
math,math.KT,2025,2,21
math,math.KT,2025,3,30
math,math.KT,2025,4,26
math,math.KT,2025,5,37
math,math.KT,2025,6,36
math,math.KT,2025,7,35
math,math.KT,2025,8,29
math,math.KT,2025,9,39
math,math.KT,2025,10,22
math,math.KT,2025,11,23
math,math.KT,2025,12,37
math,math.KT,2026,1,23
math,math.KT,2026,2,21
math,math.KT,2026,3,34
math,math.KT,2026,4,21
math,math.LO,1991,1,6
math,math.LO,1992,1,6
math,math.LO,1992,2,1
math,math.LO,1992,4,11
math,math.LO,1992,5,3
math,math.LO,1992,7,3
math,math.LO,1992,9,11
math,math.LO,1992,10,3
math,math.LO,1992,11,8
math,math.LO,1992,12,2
math,math.LO,1993,1,8
math,math.LO,1993,2,3
math,math.LO,1993,3,2
math,math.LO,1993,4,7
math,math.LO,1993,5,4
math,math.LO,1993,6,2
math,math.LO,1993,8,16
math,math.LO,1993,9,7
math,math.LO,1993,10,5
math,math.LO,1993,11,8
math,math.LO,1993,12,3
math,math.LO,1994,1,12
math,math.LO,1994,2,2
math,math.LO,1994,3,5
math,math.LO,1994,4,6
math,math.LO,1994,5,10
math,math.LO,1994,6,3
math,math.LO,1994,7,6
math,math.LO,1994,8,7
math,math.LO,1994,9,7
math,math.LO,1994,10,2
math,math.LO,1994,11,7
math,math.LO,1994,12,5
math,math.LO,1995,1,11
math,math.LO,1995,2,8
math,math.LO,1995,3,8
math,math.LO,1995,4,4
math,math.LO,1995,5,5
math,math.LO,1995,6,2
math,math.LO,1995,7,8
math,math.LO,1995,8,6
math,math.LO,1995,9,10
math,math.LO,1995,10,2
math,math.LO,1995,11,2
math,math.LO,1995,12,5
math,math.LO,1996,1,3
math,math.LO,1996,2,4
math,math.LO,1996,3,3
math,math.LO,1996,4,9
math,math.LO,1996,5,6
math,math.LO,1996,6,10
math,math.LO,1996,7,5
math,math.LO,1996,8,5
math,math.LO,1996,9,8
math,math.LO,1996,10,6
math,math.LO,1996,11,5
math,math.LO,1996,12,6
math,math.LO,1997,1,2
math,math.LO,1997,2,7
math,math.LO,1997,3,7
math,math.LO,1997,4,4
math,math.LO,1997,5,4
math,math.LO,1997,6,8
math,math.LO,1997,7,10
math,math.LO,1997,8,1
math,math.LO,1997,9,7
math,math.LO,1997,10,5
math,math.LO,1997,11,6
math,math.LO,1997,12,14
math,math.LO,1998,1,6
math,math.LO,1998,2,4
math,math.LO,1998,3,2
math,math.LO,1998,4,8
math,math.LO,1998,5,10
math,math.LO,1998,6,2
math,math.LO,1998,7,9
math,math.LO,1998,8,13
math,math.LO,1998,9,10
math,math.LO,1998,10,3
math,math.LO,1998,11,5
math,math.LO,1998,12,4
math,math.LO,1999,1,2
math,math.LO,1999,2,8
math,math.LO,1999,3,5
math,math.LO,1999,4,3
math,math.LO,1999,5,15
math,math.LO,1999,6,9
math,math.LO,1999,7,8
math,math.LO,1999,8,6
math,math.LO,1999,9,5
math,math.LO,1999,10,6
math,math.LO,1999,11,13
math,math.LO,1999,12,4
math,math.LO,2000,1,6
math,math.LO,2000,2,1
math,math.LO,2000,3,11
math,math.LO,2000,4,2
math,math.LO,2000,5,9
math,math.LO,2000,6,6
math,math.LO,2000,7,3
math,math.LO,2000,8,2
math,math.LO,2000,9,18
math,math.LO,2000,10,9
math,math.LO,2000,11,16
math,math.LO,2000,12,9
math,math.LO,2001,1,2
math,math.LO,2001,2,12
math,math.LO,2001,3,3
math,math.LO,2001,4,8
math,math.LO,2001,5,7
math,math.LO,2001,6,11
math,math.LO,2001,7,8
math,math.LO,2001,8,3
math,math.LO,2001,9,9
math,math.LO,2001,10,3
math,math.LO,2001,11,4
math,math.LO,2001,12,14
math,math.LO,2002,1,6
math,math.LO,2002,2,3
math,math.LO,2002,3,6
math,math.LO,2002,4,1
math,math.LO,2002,5,6
math,math.LO,2002,6,2
math,math.LO,2002,7,2
math,math.LO,2002,8,4
math,math.LO,2002,9,5
math,math.LO,2002,10,5
math,math.LO,2002,11,15
math,math.LO,2002,12,25
math,math.LO,2003,1,5
math,math.LO,2003,2,3
math,math.LO,2003,3,15
math,math.LO,2003,4,8
math,math.LO,2003,5,12
math,math.LO,2003,6,8
math,math.LO,2003,7,8
math,math.LO,2003,8,5
math,math.LO,2003,9,3
math,math.LO,2003,10,3
math,math.LO,2003,11,13
math,math.LO,2003,12,13
math,math.LO,2004,1,13
math,math.LO,2004,2,3
math,math.LO,2004,3,7
math,math.LO,2004,4,29
math,math.LO,2004,5,19
math,math.LO,2004,6,22
math,math.LO,2004,7,12
math,math.LO,2004,8,9
math,math.LO,2004,9,15
math,math.LO,2004,10,6
math,math.LO,2004,11,11
math,math.LO,2004,12,9
math,math.LO,2005,1,9
math,math.LO,2005,2,8
math,math.LO,2005,3,4
math,math.LO,2005,4,17
math,math.LO,2005,5,6
math,math.LO,2005,6,15
math,math.LO,2005,7,8
math,math.LO,2005,8,11
math,math.LO,2005,9,21
math,math.LO,2005,10,17
math,math.LO,2005,11,9
math,math.LO,2005,12,12
math,math.LO,2006,1,10
math,math.LO,2006,2,15
math,math.LO,2006,3,15
math,math.LO,2006,4,15
math,math.LO,2006,5,16
math,math.LO,2006,6,17
math,math.LO,2006,7,15
math,math.LO,2006,8,20
math,math.LO,2006,9,21
math,math.LO,2006,10,19
math,math.LO,2006,11,7
math,math.LO,2006,12,28
math,math.LO,2007,1,14
math,math.LO,2007,2,19
math,math.LO,2007,3,15
math,math.LO,2007,4,10
math,math.LO,2007,5,34
math,math.LO,2007,6,16
math,math.LO,2007,7,13
math,math.LO,2007,8,20
math,math.LO,2007,9,26
math,math.LO,2007,10,19
math,math.LO,2007,11,38
math,math.LO,2007,12,19
math,math.LO,2008,1,33
math,math.LO,2008,2,12
math,math.LO,2008,3,18
math,math.LO,2008,4,21
math,math.LO,2008,5,30
math,math.LO,2008,6,17
math,math.LO,2008,7,24
math,math.LO,2008,8,28
math,math.LO,2008,9,23
math,math.LO,2008,10,26
math,math.LO,2008,11,20
math,math.LO,2008,12,22
math,math.LO,2009,1,29
math,math.LO,2009,2,27
math,math.LO,2009,3,31
math,math.LO,2009,4,28
math,math.LO,2009,5,65
math,math.LO,2009,6,26
math,math.LO,2009,7,21
math,math.LO,2009,8,16
math,math.LO,2009,9,27
math,math.LO,2009,10,20
math,math.LO,2009,11,20
math,math.LO,2009,12,23
math,math.LO,2010,1,24
math,math.LO,2010,2,28
math,math.LO,2010,3,40
math,math.LO,2010,4,25
math,math.LO,2010,5,32
math,math.LO,2010,6,28
math,math.LO,2010,7,27
math,math.LO,2010,8,15
math,math.LO,2010,9,32
math,math.LO,2010,10,28
math,math.LO,2010,11,34
math,math.LO,2010,12,38
math,math.LO,2011,1,25
math,math.LO,2011,2,31
math,math.LO,2011,3,33
math,math.LO,2011,4,48
math,math.LO,2011,5,36
math,math.LO,2011,6,44
math,math.LO,2011,7,32
math,math.LO,2011,8,33
math,math.LO,2011,9,47
math,math.LO,2011,10,54
math,math.LO,2011,11,40
math,math.LO,2011,12,48
math,math.LO,2012,1,50
math,math.LO,2012,2,48
math,math.LO,2012,3,45
math,math.LO,2012,4,52
math,math.LO,2012,5,47
math,math.LO,2012,6,37
math,math.LO,2012,7,38
math,math.LO,2012,8,45
math,math.LO,2012,9,36
math,math.LO,2012,10,62
math,math.LO,2012,11,38
math,math.LO,2012,12,43
math,math.LO,2013,1,38
math,math.LO,2013,2,43
math,math.LO,2013,3,47
math,math.LO,2013,4,76
math,math.LO,2013,5,52
math,math.LO,2013,6,46
math,math.LO,2013,7,39
math,math.LO,2013,8,41
math,math.LO,2013,9,39
math,math.LO,2013,10,51
math,math.LO,2013,11,52
math,math.LO,2013,12,48
math,math.LO,2014,1,63
math,math.LO,2014,2,43
math,math.LO,2014,3,33
math,math.LO,2014,4,60
math,math.LO,2014,5,60
math,math.LO,2014,6,68
math,math.LO,2014,7,45
math,math.LO,2014,8,87
math,math.LO,2014,9,56
math,math.LO,2014,10,54
math,math.LO,2014,11,57
math,math.LO,2014,12,51
math,math.LO,2015,1,47
math,math.LO,2015,2,61
math,math.LO,2015,3,66
math,math.LO,2015,4,48
math,math.LO,2015,5,45
math,math.LO,2015,6,50
math,math.LO,2015,7,41
math,math.LO,2015,8,60
math,math.LO,2015,9,72
math,math.LO,2015,10,94
math,math.LO,2015,11,55
math,math.LO,2015,12,54
math,math.LO,2016,1,72
math,math.LO,2016,2,69
math,math.LO,2016,3,74
math,math.LO,2016,4,63
math,math.LO,2016,5,56
math,math.LO,2016,6,50
math,math.LO,2016,7,75
math,math.LO,2016,8,49
math,math.LO,2016,9,82
math,math.LO,2016,10,72
math,math.LO,2016,11,58
math,math.LO,2016,12,65
math,math.LO,2017,1,72
math,math.LO,2017,2,59
math,math.LO,2017,3,60
math,math.LO,2017,4,72
math,math.LO,2017,5,60
math,math.LO,2017,6,62
math,math.LO,2017,7,75
math,math.LO,2017,8,77
math,math.LO,2017,9,62
math,math.LO,2017,10,72
math,math.LO,2017,11,59
math,math.LO,2017,12,65
math,math.LO,2018,1,59
math,math.LO,2018,2,71
math,math.LO,2018,3,78
math,math.LO,2018,4,82
math,math.LO,2018,5,70
math,math.LO,2018,6,62
math,math.LO,2018,7,61
math,math.LO,2018,8,74
math,math.LO,2018,9,71
math,math.LO,2018,10,105
math,math.LO,2018,11,76
math,math.LO,2018,12,74
math,math.LO,2019,1,78
math,math.LO,2019,2,76
math,math.LO,2019,3,76
math,math.LO,2019,4,75
math,math.LO,2019,5,84
math,math.LO,2019,6,57
math,math.LO,2019,7,75
math,math.LO,2019,8,72
math,math.LO,2019,9,77
math,math.LO,2019,10,94
math,math.LO,2019,11,56
math,math.LO,2019,12,74
math,math.LO,2020,1,67
math,math.LO,2020,2,79
math,math.LO,2020,3,63
math,math.LO,2020,4,103
math,math.LO,2020,5,73
math,math.LO,2020,6,88
math,math.LO,2020,7,80
math,math.LO,2020,8,80
math,math.LO,2020,9,87
math,math.LO,2020,10,82
math,math.LO,2020,11,73
math,math.LO,2020,12,64
math,math.LO,2021,1,71
math,math.LO,2021,2,76
math,math.LO,2021,3,80
math,math.LO,2021,4,82
math,math.LO,2021,5,84
math,math.LO,2021,6,81
math,math.LO,2021,7,77
math,math.LO,2021,8,80
math,math.LO,2021,9,77
math,math.LO,2021,10,89
math,math.LO,2021,11,72
math,math.LO,2021,12,69
math,math.LO,2022,1,50
math,math.LO,2022,2,58
math,math.LO,2022,3,80
math,math.LO,2022,4,80
math,math.LO,2022,5,60
math,math.LO,2022,6,74
math,math.LO,2022,7,73
math,math.LO,2022,8,79
math,math.LO,2022,9,98
math,math.LO,2022,10,83
math,math.LO,2022,11,62
math,math.LO,2022,12,76
math,math.LO,2023,1,81
math,math.LO,2023,2,81
math,math.LO,2023,3,118
math,math.LO,2023,4,89
math,math.LO,2023,5,99
math,math.LO,2023,6,69
math,math.LO,2023,7,73
math,math.LO,2023,8,84
math,math.LO,2023,9,79
math,math.LO,2023,10,96
math,math.LO,2023,11,84
math,math.LO,2023,12,88
math,math.LO,2024,1,97
math,math.LO,2024,2,90
math,math.LO,2024,3,96
math,math.LO,2024,4,88
math,math.LO,2024,5,99
math,math.LO,2024,6,105
math,math.LO,2024,7,84
math,math.LO,2024,8,73
math,math.LO,2024,9,89
math,math.LO,2024,10,92
math,math.LO,2024,11,92
math,math.LO,2024,12,97
math,math.LO,2025,1,96
math,math.LO,2025,2,71
math,math.LO,2025,3,100
math,math.LO,2025,4,80
math,math.LO,2025,5,96
math,math.LO,2025,6,79
math,math.LO,2025,7,112
math,math.LO,2025,8,108
math,math.LO,2025,9,81
math,math.LO,2025,10,112
math,math.LO,2025,11,113
math,math.LO,2025,12,114
math,math.LO,2026,1,94
math,math.LO,2026,2,124
math,math.LO,2026,3,130
math,math.LO,2026,4,76
math,math.MG,1992,4,1
math,math.MG,1992,10,4
math,math.MG,1992,11,1
math,math.MG,1993,2,1
math,math.MG,1993,7,1
math,math.MG,1993,10,1
math,math.MG,1994,3,1
math,math.MG,1994,4,1
math,math.MG,1994,5,1
math,math.MG,1994,10,2
math,math.MG,1994,11,2
math,math.MG,1995,1,2
math,math.MG,1995,3,1
math,math.MG,1995,5,2
math,math.MG,1995,8,2
math,math.MG,1995,9,1
math,math.MG,1995,10,1
math,math.MG,1995,11,1
math,math.MG,1996,1,1
math,math.MG,1996,3,1
math,math.MG,1996,5,5
math,math.MG,1996,8,1
math,math.MG,1996,9,1
math,math.MG,1997,1,3
math,math.MG,1997,3,2
math,math.MG,1997,6,1
math,math.MG,1997,7,2
math,math.MG,1997,10,1
math,math.MG,1997,12,3
math,math.MG,1998,2,1
math,math.MG,1998,4,2
math,math.MG,1998,5,1
math,math.MG,1998,6,4
math,math.MG,1998,7,2
math,math.MG,1998,8,1
math,math.MG,1998,9,5
math,math.MG,1998,10,1
math,math.MG,1998,11,10
math,math.MG,1998,12,4
math,math.MG,1999,1,3
math,math.MG,1999,2,3
math,math.MG,1999,3,2
math,math.MG,1999,4,6
math,math.MG,1999,5,5
math,math.MG,1999,6,6
math,math.MG,1999,7,3
math,math.MG,1999,8,2
math,math.MG,1999,9,6
math,math.MG,1999,10,3
math,math.MG,1999,11,1
math,math.MG,1999,12,3
math,math.MG,2000,1,4
math,math.MG,2000,2,5
math,math.MG,2000,3,3
math,math.MG,2000,4,2
math,math.MG,2000,5,5
math,math.MG,2000,6,4
math,math.MG,2000,7,1
math,math.MG,2000,8,8
math,math.MG,2000,9,6
math,math.MG,2000,10,8
math,math.MG,2000,11,10
math,math.MG,2000,12,3
math,math.MG,2001,1,2
math,math.MG,2001,2,3
math,math.MG,2001,3,3
math,math.MG,2001,4,2
math,math.MG,2001,5,2
math,math.MG,2001,6,8
math,math.MG,2001,7,3
math,math.MG,2001,8,5
math,math.MG,2001,9,6
math,math.MG,2001,10,8
math,math.MG,2001,11,5
math,math.MG,2001,12,5
math,math.MG,2002,1,6
math,math.MG,2002,2,4
math,math.MG,2002,3,12
math,math.MG,2002,4,9
math,math.MG,2002,5,9
math,math.MG,2002,6,5
math,math.MG,2002,7,5
math,math.MG,2002,8,6
math,math.MG,2002,9,2
math,math.MG,2002,10,7
math,math.MG,2002,11,12
math,math.MG,2002,12,12
math,math.MG,2003,1,12
math,math.MG,2003,2,12
math,math.MG,2003,3,7
math,math.MG,2003,4,5
math,math.MG,2003,5,7
math,math.MG,2003,6,9
math,math.MG,2003,7,8
math,math.MG,2003,8,13
math,math.MG,2003,9,14
math,math.MG,2003,10,5
math,math.MG,2003,11,13
math,math.MG,2003,12,12
math,math.MG,2004,1,8
math,math.MG,2004,2,14
math,math.MG,2004,3,11
math,math.MG,2004,4,14
math,math.MG,2004,5,13
math,math.MG,2004,6,19
math,math.MG,2004,7,18
math,math.MG,2004,8,11
math,math.MG,2004,9,12
math,math.MG,2004,10,15
math,math.MG,2004,11,14
math,math.MG,2004,12,16
math,math.MG,2005,1,9
math,math.MG,2005,2,10
math,math.MG,2005,3,15
math,math.MG,2005,4,10
math,math.MG,2005,5,12
math,math.MG,2005,6,22
math,math.MG,2005,7,8
math,math.MG,2005,8,15
math,math.MG,2005,9,10
math,math.MG,2005,10,14
math,math.MG,2005,11,15
math,math.MG,2005,12,15
math,math.MG,2006,1,15
math,math.MG,2006,2,8
math,math.MG,2006,3,11
math,math.MG,2006,4,13
math,math.MG,2006,5,18
math,math.MG,2006,6,13
math,math.MG,2006,7,23
math,math.MG,2006,8,21
math,math.MG,2006,9,18
math,math.MG,2006,10,23
math,math.MG,2006,11,14
math,math.MG,2006,12,22
math,math.MG,2007,1,21
math,math.MG,2007,2,25
math,math.MG,2007,3,15
math,math.MG,2007,4,15
math,math.MG,2007,5,24
math,math.MG,2007,6,28
math,math.MG,2007,7,17
math,math.MG,2007,8,19
math,math.MG,2007,9,29
math,math.MG,2007,10,27
math,math.MG,2007,11,19
math,math.MG,2007,12,15
math,math.MG,2008,1,20
math,math.MG,2008,2,9
math,math.MG,2008,3,16
math,math.MG,2008,4,20
math,math.MG,2008,5,19
math,math.MG,2008,6,20
math,math.MG,2008,7,19
math,math.MG,2008,8,16
math,math.MG,2008,9,20
math,math.MG,2008,10,23
math,math.MG,2008,11,20
math,math.MG,2008,12,24
math,math.MG,2009,1,23
math,math.MG,2009,2,26
math,math.MG,2009,3,34
math,math.MG,2009,4,17
math,math.MG,2009,5,16
math,math.MG,2009,6,30
math,math.MG,2009,7,19
math,math.MG,2009,8,24
math,math.MG,2009,9,26
math,math.MG,2009,10,40
math,math.MG,2009,11,26
math,math.MG,2009,12,29
math,math.MG,2010,1,26
math,math.MG,2010,2,30
math,math.MG,2010,3,40
math,math.MG,2010,4,24
math,math.MG,2010,5,32
math,math.MG,2010,6,28
math,math.MG,2010,7,39
math,math.MG,2010,8,39
math,math.MG,2010,9,31
math,math.MG,2010,10,41
math,math.MG,2010,11,31
math,math.MG,2010,12,25
math,math.MG,2011,1,38
math,math.MG,2011,2,28
math,math.MG,2011,3,29
math,math.MG,2011,4,19
math,math.MG,2011,5,39
math,math.MG,2011,6,22
math,math.MG,2011,7,26
math,math.MG,2011,8,30
math,math.MG,2011,9,33
math,math.MG,2011,10,46
math,math.MG,2011,11,43
math,math.MG,2011,12,42
math,math.MG,2012,1,38
math,math.MG,2012,2,24
math,math.MG,2012,3,45
math,math.MG,2012,4,35
math,math.MG,2012,5,41
math,math.MG,2012,6,53
math,math.MG,2012,7,44
math,math.MG,2012,8,29
math,math.MG,2012,9,47
math,math.MG,2012,10,51
math,math.MG,2012,11,43
math,math.MG,2012,12,43
math,math.MG,2013,1,46
math,math.MG,2013,2,34
math,math.MG,2013,3,46
math,math.MG,2013,4,45
math,math.MG,2013,5,44
math,math.MG,2013,6,45
math,math.MG,2013,7,45
math,math.MG,2013,8,50
math,math.MG,2013,9,45
math,math.MG,2013,10,43
math,math.MG,2013,11,43
math,math.MG,2013,12,59
math,math.MG,2014,1,48
math,math.MG,2014,2,45
math,math.MG,2014,3,59
math,math.MG,2014,4,46
math,math.MG,2014,5,56
math,math.MG,2014,6,42
math,math.MG,2014,7,45
math,math.MG,2014,8,51
math,math.MG,2014,9,49
math,math.MG,2014,10,60
math,math.MG,2014,11,53
math,math.MG,2014,12,74
math,math.MG,2015,1,63
math,math.MG,2015,2,39
math,math.MG,2015,3,43
math,math.MG,2015,4,39
math,math.MG,2015,5,49
math,math.MG,2015,6,56
math,math.MG,2015,7,56
math,math.MG,2015,8,57
math,math.MG,2015,9,75
math,math.MG,2015,10,47
math,math.MG,2015,11,44
math,math.MG,2015,12,48
math,math.MG,2016,1,43
math,math.MG,2016,2,74
math,math.MG,2016,3,59
math,math.MG,2016,4,56
math,math.MG,2016,5,60
math,math.MG,2016,6,49
math,math.MG,2016,7,61
math,math.MG,2016,8,58
math,math.MG,2016,9,47
math,math.MG,2016,10,67
math,math.MG,2016,11,53
math,math.MG,2016,12,55
math,math.MG,2017,1,43
math,math.MG,2017,2,50
math,math.MG,2017,3,66
math,math.MG,2017,4,49
math,math.MG,2017,5,62
math,math.MG,2017,6,55
math,math.MG,2017,7,55
math,math.MG,2017,8,57
math,math.MG,2017,9,56
math,math.MG,2017,10,52
math,math.MG,2017,11,51
math,math.MG,2017,12,65
math,math.MG,2018,1,43
math,math.MG,2018,2,48
math,math.MG,2018,3,56
math,math.MG,2018,4,70
math,math.MG,2018,5,45
math,math.MG,2018,6,50
math,math.MG,2018,7,58
math,math.MG,2018,8,47
math,math.MG,2018,9,67
math,math.MG,2018,10,62
math,math.MG,2018,11,64
math,math.MG,2018,12,62
math,math.MG,2019,1,43
